,child,parent,group
0,database_activity_monitoring,database_and_storage_security,10002978_8
1,management_and_querying_of_encrypted_data,database_and_storage_security,10002978_8
2,information_accountability_and_usage_control,database_and_storage_security,10002978_8
3,data_anonymization_and_sanitization,database_and_storage_security,10002978_8
0,network_monitoring,network_management,10003033_7
1,network_management,network_services,10003033_7
2,cloud_computing,network_services,10003033_7
3,programmable_networks,network_services,10003033_7
4,location_based_services,network_services,10003033_7
5,naming_and_addressing,network_services,10003033_7
6,in-network_processing,programmable_networks,10003033_7
0,programming_teams,collaboration_in_software_development,10011007_3
1,software_development_process_management,software_creation_and_management,10011007_3
2,design_patterns,software_design_techniques,10011007_3
3,agile_software_development,software_development_methods,10011007_3
4,waterfall_model,software_development_methods,10011007_3
5,spiral_model,software_development_methods,10011007_3
6,v-model,software_development_methods,10011007_3
7,rapid_application_development,software_development_methods,10011007_3
8,formal_software_verification,software_verification_and_validation,10011007_3
9,empirical_software_validation,software_verification_and_validation,10011007_3
0,linear_algebra_algorithms,algebraic_algorithms,10010147_1
1,boolean_algebra_algorithms,algebraic_algorithms,10010147_1
2,representation_of_polynomials,representation_of_mathematical_objects,10010147_1
3,representation_of_exact_numbers,representation_of_mathematical_objects,10010147_1
4,representation_of_mathematical_functions,representation_of_mathematical_objects,10010147_1
5,representation_of_boolean_functions,representation_of_mathematical_objects,10010147_1
6,algebraic_algorithms,symbolic_and_algebraic_algorithms,10010147_1
7,symbolic_and_algebraic_algorithms,symbolic_and_algebraic_manipulation,10010147_1
8,combinatorial_algorithms,symbolic_and_algebraic_manipulation,10010147_1
9,representation_of_mathematical_objects,symbolic_and_algebraic_manipulation,10010147_1
10,hybrid_symbolic-numeric_methods,symbolic_and_algebraic_manipulation,10010147_1
0,cartography,computers_in_other_domains,10010405_8
1,military,computers_in_other_domains,10010405_8
2,computing_in_government,computers_in_other_domains,10010405_8
3,agriculture,computers_in_other_domains,10010405_8
4,digital_libraries_and_archives,computers_in_other_domains,10010405_8
5,publishing,computers_in_other_domains,10010405_8
6,personal_computers_and_pc_applications,computers_in_other_domains,10010405_8
7,e-government,computing_in_government,10010405_8
8,voting_/_election_technologies,computing_in_government,10010405_8
9,cyberwarfare,military,10010405_8
10,microcomputers,personal_computers_and_pc_applications,10010405_8
11,word_processors,personal_computers_and_pc_applications,10010405_8
12,spreadsheets,personal_computers_and_pc_applications,10010405_8
13,computer_games,personal_computers_and_pc_applications,10010405_8
0,routing_protocols,network_layer_protocols,10003033_2
1,application_layer_protocols,network_protocols,10003033_2
2,transport_protocols,network_protocols,10003033_2
3,session_protocols,network_protocols,10003033_2
4,presentation_protocols,network_protocols,10003033_2
5,network_layer_protocols,network_protocols,10003033_2
6,link-layer_protocols,network_protocols,10003033_2
7,signaling_protocols,network_protocols,10003033_2
8,peer-to-peer_protocols,network_protocols,10003033_2
9,cross-layer_protocols,network_protocols,10003033_2
10,time_synchronization_protocols,network_protocols,10003033_2
11,oam_protocols,network_protocols,10003033_2
12,network_protocol_design,network_protocols,10003033_2
13,network_policy,network_protocols,10003033_2
0,mathematical_foundations_of_cryptography,cryptography,10002978_1
1,symmetric_cryptography_and_hash_functions,cryptography,10002978_1
2,public_key_(asymmetric)_techniques,cryptography,10002978_1
3,information-theoretic_techniques,cryptography,10002978_1
4,cryptanalysis_and_other_attacks,cryptography,10002978_1
5,key_management,cryptography,10002978_1
6,public_key_encryption,public_key_(asymmetric)_techniques,10002978_1
7,digital_signatures,public_key_(asymmetric)_techniques,10002978_1
8,hash_functions_and_message_authentication_codes,symmetric_cryptography_and_hash_functions,10002978_1
9,block_and_stream_ciphers,symmetric_cryptography_and_hash_functions,10002978_1
0,calculus,continuous_mathematics,10002950_5
1,topology,continuous_mathematics,10002950_5
2,geometric_topology,topology,10002950_5
3,algebraic_topology,topology,10002950_5
4,point-set_topology,topology,10002950_5
0,authorization,access_control,10002978_3
1,multi-factor_authentication,authentication,10002978_3
2,graphical_/_visual_passwords,authentication,10002978_3
3,biometrics,authentication,10002978_3
4,"pseudonymity,_anonymity_and_untraceability",privacy-preserving_protocols,10002978_3
5,authentication,security_services,10002978_3
6,access_control,security_services,10002978_3
7,privacy-preserving_protocols,security_services,10002978_3
8,digital_rights_management,security_services,10002978_3
0,network_reliability,network_properties,10003033_6
1,network_dynamics,network_properties,10003033_6
2,network_manageability,network_properties,10003033_6
3,short-range_networks,network_range,10003033_6
4,very_long-range_networks,network_range,10003033_6
5,physical_topologies,network_topology_types,10003033_6
6,logical_/_virtual_topologies,network_topology_types,10003033_6
7,ring_networks,physical_topologies,10003033_6
8,bus_networks,physical_topologies,10003033_6
9,star_networks,physical_topologies,10003033_6
10,mesh_networks,physical_topologies,10003033_6
0,object_oriented_constructs,program_constructs,10003752_8
1,functional_constructs,program_constructs,10003752_8
2,control_primitives,program_constructs,10003752_8
3,type_structures,program_constructs,10003752_8
4,operational_semantics,program_semantics,10003752_8
5,denotational_semantics,program_semantics,10003752_8
6,algebraic_semantics,program_semantics,10003752_8
7,axiomatic_semantics,program_semantics,10003752_8
8,action_semantics,program_semantics,10003752_8
9,categorical_semantics,program_semantics,10003752_8
10,semantics_and_reasoning,program_semantics,10003752_8
11,program_constructs,program_semantics,10003752_8
12,abstraction,program_semantics,10003752_8
13,program_reasoning,semantics_and_reasoning,10003752_8
0,system_forensics,computer_forensics,10010405_6
1,network_forensics,computer_forensics,10010405_6
2,"evidence_collection,_storage_and_analysis",computer_forensics,10010405_6
3,investigation_techniques,computer_forensics,10010405_6
4,data_recovery,computer_forensics,10010405_6
0,operations_research,industry_and_manufacturing,10010405_9
1,supply_chain_management,industry_and_manufacturing,10010405_9
2,computer-aided_manufacturing,industry_and_manufacturing,10010405_9
3,consumer_products,industry_and_manufacturing,10010405_9
4,decision_analysis,operations_research,10010405_9
5,multi-criterion_optimization_and_decision-making,operations_research,10010405_9
6,forecasting,operations_research,10010405_9
7,transportation,supply_chain_management,10010405_9
0,integral_calculus,calculus,10002950_4
1,differential_calculus,calculus,10002950_4
2,partial_differential_equations,differential_equations,10002950_4
3,ordinary_differential_equations,differential_equations,10002950_4
4,functional_analysis,mathematical_analysis,10002950_4
5,continuous_optimization,mathematical_optimization,10002950_4
6,discrete_optimization,mathematical_optimization,10002950_4
7,stochastic_control_and_optimization,mathematical_optimization,10002950_4
8,optimization_with_randomized_search_heuristics,mathematical_optimization,10002950_4
9,numerical_differentiation,numerical_analysis,10002950_4
10,quadrature,numerical_analysis,10002950_4
11,arbitrary-precision_arithmetic,numerical_analysis,10002950_4
12,interval_arithmetic,numerical_analysis,10002950_4
13,discretization,numerical_analysis,10002950_4
14,mesh_generation,numerical_analysis,10002950_4
15,automatic_differentiation,numerical_analysis,10002950_4
16,interpolation,numerical_analysis,10002950_4
17,simulated_annealing,optimization_with_randomized_search_heuristics,10002950_4
18,tabu_search,optimization_with_randomized_search_heuristics,10002950_4
0,pcb_design_and_layout,printed_circuit_boards,10010583_1
1,electromagnetic_interference_and_compatibility,printed_circuit_boards,10010583_1
0,analog_and_mixed-signal_circuit_synthesis,analog_and_mixed-signal_circuits,10010583_4
1,analog_and_mixed-signal_circuit_optimization,analog_and_mixed-signal_circuits,10010583_4
2,vlsi_system_specification_and_constraints,very_large_scale_integration_design,10010583_4
3,vlsi_design_manufacturing_considerations,very_large_scale_integration_design,10010583_4
4,vlsi_packaging,very_large_scale_integration_design,10010583_4
5,design_rules,very_large_scale_integration_design,10010583_4
6,platform-based_design,very_large_scale_integration_design,10010583_4
7,design_reuse_and_communication-based_design,very_large_scale_integration_design,10010583_4
8,economics_of_chip_design_and_manufacturing,very_large_scale_integration_design,10010583_4
9,standard_cell_libraries,very_large_scale_integration_design,10010583_4
10,hard_and_soft_ip,very_large_scale_integration_design,10010583_4
11,full-custom_circuits,very_large_scale_integration_design,10010583_4
12,application-specific_vlsi_designs,very_large_scale_integration_design,10010583_4
13,system_on_a_chip,very_large_scale_integration_design,10010583_4
14,analog_and_mixed-signal_circuits,very_large_scale_integration_design,10010583_4
15,clock_generation_and_timing,very_large_scale_integration_design,10010583_4
16,3d_integrated_circuits,very_large_scale_integration_design,10010583_4
17,package-level_interconnect,vlsi_packaging,10010583_4
0,physical_links,network_components,10003033_3
1,logical_nodes,network_components,10003033_3
2,middle_boxes_/_network_appliances,network_components,10003033_3
3,network_domains,network_components,10003033_3
4,network_servers,network_components,10003033_3
5,intermediate_nodes,network_components,10003033_3
6,end_nodes,network_components,10003033_3
7,cognitive_radios,network_components,10003033_3
0,online_test_and_diagnostics,hardware_test,10010583_8
1,"analog,_mixed-signal_and_radio_frequency_test",hardware_test,10010583_8
2,built-in_self-test,hardware_test,10010583_8
3,fault_models_and_test_metrics,hardware_test,10010583_8
4,design_for_testability,hardware_test,10010583_8
5,memory_test_and_repair,hardware_test,10010583_8
6,defect-based_test,hardware_test,10010583_8
7,board-_and_system-level_test,hardware_test,10010583_8
8,testing_with_distributed_and_parallel_systems,hardware_test,10010583_8
9,hardware_reliability_screening,hardware_test,10010583_8
10,test_data_compression,hardware_test,10010583_8
