,0
0,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    1 --> 5[""filter_material_metal""]
    2 --> 3[""unique""]
    3 --> 4[""query_shape""]
    4 --> 6[""same_shape""]
"
1,"graph LR
    1[""scene""] --> 2[""filter_color_cyan""]
    1 --> 6[""filter_color_gray""]
    2 --> 3[""filter_size_large""]
    3 --> 4[""unique""]
    4 --> 5[""relate_behind""]
    5 --> 9[""AND""]
    6 --> 7[""unique""]
    7 --> 8[""relate_left""]
    8 --> 9
    9 --> 10[""filter_material_rubber""]
    10 --> 11[""count""]
"
2,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 6[""filter_shape_sphere""]
    2 --> 3[""filter_material_matte""]
    3 --> 4[""unique""]
    4 --> 5[""query_color""]
    5 --> 8[""filter_color""]
    6 --> 7[""filter_size_small""]
    7 --> 8
    8 --> 9[""count""]
"
3,"graph LR
    1[""scene""] --> 2[""filter_color_green""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_right""]
    5 --> 6[""filter_color_red""]
    5 --> 9[""filter_material_metal""]
    6 --> 7[""filter_material_rubber""]
    7 --> 11[""OR""]
    9 --> 10[""filter_shape_cylinder""]
    10 --> 11
    11 --> 12[""count""]
"
4,"graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    2 --> 3[""filter_shape_cylinder""]
    3 --> 4[""unique""]
    4 --> 5[""relate_left""]
    5 --> 6[""filter_shape_cylinder""]
    8[""relate_in_front""] --> 11[""filter_shape_cylinder""]
    9[""filter_size_large""] --> 12[""unique""]
    12 --> 13[""relate_right""]
    13 --> 14[""filter_size_large""]
    14 --> 15[""count""]
"
5,"graph LR
    1[""scene""] --> 2[""filter_color_brown""]
    1 --> 6[""filter_shape_cube""]
    2 --> 3[""filter_material_metal""]
    3 --> 4[""filter_shape_cylinder""]
    4 --> 5[""unique""]
    5 --> 10[""equal_size""]
    6 --> 7[""unique""]
    7 --> 8[""relate_behind""]
"
6,"graph LR
    1[""scene""] --> 2[""filter_size_large""]
    1 --> 9[""filter_size_small""]
    2 --> 3[""filter_color_blue""]
    3 --> 4[""filter_material_rubber""]
    4 --> 5[""unique""]
    5 --> 6[""relate_right""]
    9 --> 10[""filter_material_rubber""]
    10 --> 11[""unique""]
    11 --> 13[""query_color""]
    12[""query_color""] --> 14[""equal_color""]
    13 --> 14
"
7,"graph LR
    1[""scene""] --> 4[""filter_material_matte""]
    1 --> 8[""filter_color_blue""]
    2[""filter_size_small""] --> 3[""unique""]
    4 --> 5[""filter_shape_cylinder""]
    5 --> 6[""unique""]
    6 --> 7[""relate_right""]
    7 --> 11[""query_shape""]
    8 --> 9[""filter_size_large""]
    9 --> 10[""unique""]
    10 --> 12[""query_shape""]
    11 --> 13[""equal_shape""]
    12 --> 13
"
8,"graph LR
    1[""scene""] --> 2[""filter_color_gray""]
    1 --> 8[""filter_shape_cube""]
    2 --> 3[""unique""]
    3 --> 4[""relate_right""]
    4 --> 6[""filter_size_small""]
    7[""unique""] --> 11[""query_color""]
    9[""filter_material_metal""] --> 10[""unique""]
    10 --> 12[""query_color""]
    11 --> 13[""equal_color""]
    12 --> 13
"
9,"graph LR
    1[""scene""] --> 2[""filter_size_small""]
    1 --> 7[""filter_material_metal""]
    2 --> 3[""filter_color_brown""]
    3 --> 4[""filter_material_metal""]
    4 --> 5[""filter_shape_sphere""]
    5 --> 6[""count""]
    6 --> 9[""less_than""]
    7 --> 8[""count""]
    8 --> 9
"
